"","Year","Sender","Receiver","Weight"
"32503",1967,"DEU","SWZ",90000
"32504",1969,"DEU","SWZ",30000
"32505",1970,"DEU","SWZ",620000
"32506",1971,"DEU","SWZ",110000
"32507",1972,"DEU","SWZ",90000
"32508",1973,"DEU","SWZ",130000
"32509",1974,"DEU","SWZ",5e+05
"32510",1975,"DEU","SWZ",770000
"32511",1976,"DEU","SWZ",1130000
"32512",1977,"DEU","SWZ",1120000
"32513",1978,"DEU","SWZ",12820000
"32514",1979,"DEU","SWZ",14070000
"32515",1980,"DEU","SWZ",4490000
"32516",1981,"DEU","SWZ",3610000
"32517",1982,"DEU","SWZ",2790000
"32518",1983,"DEU","SWZ",3710000
"32519",1984,"DEU","SWZ",1840000
"32520",1985,"DEU","SWZ",1750000
"32521",1986,"DEU","SWZ",2890000
"32522",1987,"DEU","SWZ",3740000
"32523",1988,"DEU","SWZ",3490000
"32524",1989,"DEU","SWZ",4320000
"32525",1990,"DEU","SWZ",5280000
"32526",1991,"DEU","SWZ",4140000
"32527",1992,"DEU","SWZ",4380000
"32528",1993,"DEU","SWZ",3920000
"32529",1994,"DEU","SWZ",8100000
"32530",1995,"DEU","SWZ",11130000
"32531",1996,"DEU","SWZ",7040000
"32532",1997,"DEU","SWZ",4760000
"32533",1998,"DEU","SWZ",2510000
"32534",1999,"DEU","SWZ",2360000
"32535",2000,"DEU","SWZ",890000
"32536",2001,"DEU","SWZ",790000
"32537",2002,"DEU","SWZ",7e+05
"32538",2003,"DEU","SWZ",830000
"32539",2004,"DEU","SWZ",310000
"32540",2005,"DEU","SWZ",490000
"32541",2006,"DEU","SWZ",190000
"32542",2007,"DEU","SWZ",740000
"32543",2008,"DEU","SWZ",1520000
"32544",2009,"DEU","SWZ",1270000
"32545",2010,"DEU","SWZ",280000
"32546",2011,"DEU","SWZ",1660000
"32547",2012,"DEU","SWZ",346431.64
"32548",2013,"DEU","SWZ",371023.66
"32549",2014,"DEU","SWZ",251971.7
"32550",2015,"DEU","SWZ",117990.77
"32551",2016,"DEU","SWZ",211429.94
"32552",2017,"DEU","SWZ",571303.22
"32553",2018,"DEU","SWZ",495787.97
"32554",2019,"DEU","SWZ",542333.87
"32555",1961,"DEU","TZA",10000
"32556",1962,"DEU","TZA",140000
"32557",1963,"DEU","TZA",2790000
"32558",1964,"DEU","TZA",9140000
"32559",1965,"DEU","TZA",4170000
"32560",1966,"DEU","TZA",6170000
"32561",1967,"DEU","TZA",3780000
"32562",1968,"DEU","TZA",5330000
"32563",1969,"DEU","TZA",14670000
"32564",1970,"DEU","TZA",4490000
"32565",1971,"DEU","TZA",8620000
"32566",1972,"DEU","TZA",7720000
"32567",1973,"DEU","TZA",10190000
"32568",1974,"DEU","TZA",14300000
"32569",1975,"DEU","TZA",31130000
"32570",1976,"DEU","TZA",30930000
"32571",1977,"DEU","TZA",38740000
"32572",1978,"DEU","TZA",68220000
"32573",1979,"DEU","TZA",93630000
"32574",1980,"DEU","TZA",225390000
"32575",1981,"DEU","TZA",77030000
"32576",1982,"DEU","TZA",67470000
"32577",1983,"DEU","TZA",42420000
"32578",1984,"DEU","TZA",53200000
"32579",1985,"DEU","TZA",34890000
"32580",1986,"DEU","TZA",46580000
"32581",1987,"DEU","TZA",141250000
"32582",1988,"DEU","TZA",68450000
"32583",1989,"DEU","TZA",64430000
"32584",1990,"DEU","TZA",61820000
"32585",1991,"DEU","TZA",75800000
"32586",1992,"DEU","TZA",70120000
"32587",1993,"DEU","TZA",77920000
"32588",1994,"DEU","TZA",64850000
"32589",1995,"DEU","TZA",70580000
"32590",1996,"DEU","TZA",59030000
"32591",1997,"DEU","TZA",75560000
"32592",1998,"DEU","TZA",109900000
"32593",1999,"DEU","TZA",82260000
"32594",2000,"DEU","TZA",37460000
"32595",2001,"DEU","TZA",66060000
"32596",2002,"DEU","TZA",35160000
"32597",2003,"DEU","TZA",131580000
"32598",2004,"DEU","TZA",6.2e+07
"32599",2005,"DEU","TZA",49880000
"32600",2006,"DEU","TZA",49340000
"32601",2007,"DEU","TZA",71160000
"32602",2008,"DEU","TZA",90760000
"32603",2009,"DEU","TZA",87130000
"32604",2010,"DEU","TZA",147860000
"32605",2011,"DEU","TZA",92520000
"32606",2012,"DEU","TZA",108546171.34
"32607",2013,"DEU","TZA",105129431.91
"32608",2014,"DEU","TZA",50853169.92
"32609",2015,"DEU","TZA",104781934.13
"32610",2016,"DEU","TZA",51685619.77
"32611",2017,"DEU","TZA",53426803.48
"32612",2018,"DEU","TZA",47098666.77
"32613",2019,"DEU","TZA",35802571.65
"32614",1960,"DEU","TGO",10000
"32615",1961,"DEU","TGO",1360000
"32616",1962,"DEU","TGO",460000
"32617",1963,"DEU","TGO",1430000
"32618",1964,"DEU","TGO",6470000
